full_text,fold,label_1,label_2,label_3,majority_vote,tie_break,gold_label
"📌 Ερώτηση προς τον Υπουργό Ανάπτυξης και Επενδύσεων - Αριθμός Πρωτοκόλλου: 3599 / 27.1.2021._

https://t.co/ULbg2FQAyj",2,0,0,0,0,,0
"@tenbatsude @ellinikilisi Οι Τούρκοι δεν είναι έξω από την πόρτα μας, αλλά μέσα στο σπίτι μας. Έχω πάντως μάθει να κρίνω εκ του αποτελέσματος - όχι από τα μεγάλα λόγια.....φίλε μου",4,-1,-1,-1,-1,,-1
"Ο Σωτήρης Πέτρουλας υπήρξε αγωνιστής της Αριστεράς, θύμα του παρακράτους της δεξιάς και των Ιουλιανών του ‘65. Σε μια ταραχώδη περίοδο στη μεταπολεμική ιστορία της χώρας, υπήρξε σύμβολο του αγώνα για δικαιοσύνη, ισότητα και δημοκρατία. Η μνήμη του είναι οδηγός για εμάς. https://t.co/s5pHE2upvV",2,1,1,1,1,,1
"Προβληματίζεται κανείς ως @ellinikilisi, όταν βλέπει το προεκλογικό πάρτι του κομματικού-πελατειακού κράτους της ΝΔ στη χρεοκοπημένη Ελλάδα, με βουνά δανεικών που θα πληρωθούν στο πολλαπλάσιο, από εμάς και τα παιδιά μας - μαζί με εθνική κυριαρχία και με κυριαρχικά δικαιώματα μας",3,-1,-1,-1,-1,,-1
"Σήμερα Τετάρτη 20/1 στις 18:00 διαδικτυακή εκδήλωση του Δικτύου για Καθολική Κάλυψη Υγείας και την Υπεράσπιση της Δημόσιας Περίθαλψης με αντικείμενο συζήτησης “Εμβόλια χωρίς πατέντες για όλους: η ΕΕ μπροστά στην πρόκληση της καθολικής κάλυψης”.
https://t.co/YYwGd3oywh https://t.co/Jhngqsf1Pm",0,0,1,0,0,,0
Η ομιλία μου στη Βουλή για το νομοσχέδιο που αφορά τα Ανώτατα Εκπαιδευτικά Ιδρύματα.https://t.co/J3h6W5mILX,3,0,0,0,0,,0
Αναγκαία η ολοκλήρωση έκδοσης ρυθμιστικού Προεδρικού Διατάγματος για το καθεστώς λειτουργίας στο Δέλτα του Έβρου καθώς &amp; η διαβούλευση με τους τοπικούς φορείς διαχείρισης! Κατάθεση Γραπτής Ερώτησης https://t.co/9VLTn9zfr4 @KostasSkrekas @TagarasNikos https://t.co/vhPyh8elTB,1,0,0,0,0,,0
Εκπληκτικός Κυρανάκης με το lockdown παγιώνεται «η κουλτούρα του επιδόματος». Είναι ότι καλύτερο έχει ακουστεί μέσα στην πανδημία μετά το άφταστο και αμίμητο «γνωρίζω ότι υπάρχουν άνθρωποι που είναι εξαρτημένοι από το μισθό τους». Επικίνδυνοι! Εκτός τόπου και χρόνου!,1,-1,-1,-1,-1,,-1
"Η κυβέρνηση υιοθέτησε άλλη μια πρόταση της @ellinikilisi που αναφέρεται και στο πρόγραμμα μας - θετικό για την Ελλάδα. 
Πόλος έλξης νέων εταιρειών το ναυτιλιακό cluster του Πειραιά https://t.co/iLFLINGJRc",4,1,1,1,1,,1
"@samaras_antonis : αυτά που θέτει η Τουρκία δεν είναι απλώς κόκκινες , είναι κατακόκκινες γραμμές... https://t.co/osOCegQE1x",2,-1,-1,-1,-1,,-1
"Με συντριπτική πλειοψηφία έγινε δεκτή η γνωμοδότηση του Ευρωβουλευτή του ΣΥ.ΡΙΖ.Α. – Προοδευτική Συμμαχία / The Left Κώστα Αρβανίτη για τον ορθολογικό έλεγχο της Τεχνητής Νοημοσύνης και την εργασιακή δικαιοσύνη στην ψηφιακή εργασία.

https://t.co/Kmoi8ZfoRu",4,1,1,1,1,,1
Θεέ και Κύριε! Νέο παραμύθι από τη ΝΔ. Δεν θα κάνουμε γεωτρήσεις για φυσικό αέριο και πετρέλαιο για να μη μολύνουμε  το περιβάλλον!!!.Εκτός από ψεύτες γίνατε και οικολόγοι τώρα??@ellinikilisi  Η. ΜΟΝΗ ΠΛΕΟΝ ΛΥΣΗ,4,-1,-1,-1,-1,,-1
"Α. Ξανθός στη Βουλή για το αντεργατικό νομοσχέδιο της κυβέρνησης: ""Προστασία και όχι απορρύθμιση της εργασίας"" (Video) https://t.co/SKUMO4Y19s μέσω @YouTube",3,0,1,0,0,,0
"Τελευταίοι στην Ε.Ε. σε ταχύτητες ίντερνετ,αλλά και οι ακριβότεροι στο κόστος χρήσης. 
Η κυβέρνηση πανηγυρίζει για τον ψηφιακό εκσυγχρονισμό (!), ενώ η ΕΕΤΤ...»παρατηρεί» την κατάσταση.
Το @kinimallagis πριν 11 μήνες ζήτησε να ανοίξει η σχετική συζήτηση στη Βουλη...ουδέποτε έγινε https://t.co/gPAGaSClIY",4,-1,-1,-1,-1,,-1
"Τιμήσαμε σήμερα τη μνήμη του Γρ.Λαμπράκη, 58 χρόνια από τη δολοφονία του, μία μαύρη στιγμή της σύγχρονης τραγωδίας της χώρας.
Παρακρατικοί ακροδεξιοί τραμπούκοι δολοφόνησαν τον γιατρό κ βουλευτή της ΕΔΑ, ενώ κινδύνεψαν και άλλοι αριστεροί βουλευτές. https://t.co/4gXGHxMK13",3,-1,1,1,1,,1
"@IliaFarel Το χαζό παριστάνεις;Ξέρεις πολλά σαν και αυτό , όταν είμασταν κυβέρνηση , που δεν έπαιζαν.Πέφτεις από τα σύννεφα; Σε άλλη χώρα ζούσες; Επαιζαν πρώτα τις απαντήσεις, προπαγάνδα, αλητεία της ΝΔ και μετά τι είχε να παρουσιάσει η κυβέρνηση.",1,1,-1,-1,-1,,-1
"ένα πρώτο θεσμικό βήμα για την αποτροπή της επέλασης των ανεμογεννητριών στο νησί. 
Να γνωμοδοτήσει αρνητικά στη Μελέτη Περιβαλλοντικών Επιπτώσεων και να μην αφήσει να εξαντληθεί άπρακτη η προθεσμία των 30 ημερών. Γιατί το τελευταίο θα σημαίνει στην πραγματικότητα θετική άποψη.",4,-1,-1,1,-1,,-1
"Σήμερα ξαφνικά κάνει το αυτονόητο που ζητά ο ΣΥΡΙΖΑ και επιστήμονες τόσες μέρες, χωρίς ωστόσο να εξηγεί γιατί δεν εφαρμόζεται άμεσα αλλά τη Δευτέρα του Πάσχα, αφήνοντας ακόμα δέκα μέρες περιθώριο για φαινόμενα συνωστισμού σε πλατείες. https://t.co/FUNmGJFNmu",0,-1,-1,-1,-1,,-1
"Όποιος βγάλει άκρη βλέποντας το βίντεο με τη θέση της ΝΔ να μας την..... αναλύσει. Δεν κάνει το σπούτνικ, αλλά κάνει το σπούτνικ. Δεν είναι αποτελεσματικό, αλλά είναι αποτελεσματικό. Άλλη μια δικαίωση του @velopky και της @ellinikilisi . https://t.co/11vLjkDCDu",0,-1,-1,-1,-1,,-1
"❗️ΑΝΑΓΚΗ ΣΤΗΡΙΞΗΣ ΤΟΥ ΚΛΑΔΟΥ ΤΗΣ ΕΣΤΙΑΣΗΣ. 

➡️ Στις 8.5.2020 είχα καταθέσει ερώτηση προς τον Υπουργό Οικονομικών με την οποία ζητούσα τη λήψη μέτρων στήριξης για τα καταστήματα εστίασης και αναψυχής._

📌 [Αριθμός πρωτοκόλλου: 6312 / 8.5.2020]

#Αχαΐα #εστίαση #αναψυχή https://t.co/YfnWbmEuuG",4,0,0,0,0,,0
"Βία στους δρόμους και διασπορά του κορωνοϊού στα συλλαλητήρια: σήματα κατατεθέντα της αντικοινωνικής Αριστεράς. Να τους χαίρετε αυτός που είπε #δεχομαι_το_ρισκο! Οι υπόλοιποι, στο χρέος μας: να υψώσουμε τείχος κόντρα σ'αυτούς που ονειρεύονται ρεβάνς του Εμφυλίου! #ΝεαΣμυρνη https://t.co/Pxv6ejjARr",2,-1,-1,-1,-1,,-1
"🔴𝗟𝗜𝗩𝗘 τώρα στο Zarpa Radio 89.6.
Ακούστε εδώ: https://t.co/HYjOdbUbmT",3,0,0,0,0,,0
"Παρά την πρωτοφανή διαφωνία μεταξύ του διοικητή της ΤτΕ &amp; του υφ. Οικονομικών για τη διαχείριση των κόκκινων δανείων, η κυβέρνηση μας απάντησε ότι βρίσκονται σε αγαστή συνεργασία. 
👎Το ερώτημα που δεν μας απάντησε είναι αν θα απελευθερωθούν οι πλειστηριασμοί από την 1η Ιουνίου",3,-1,-1,0,-1,,-1
"Aποδέχθηκα με ιδιαίτερη χαρά την τιμητική πρόταση των επιχειρησιακών διευθυντών της διοργάνωσης να συμμετέχει στην Οργανωτική Επιτροπή του Thessaloniki Air &amp; Sea Show
https://t.co/bYu5OOGbAk https://t.co/jwPHoOgK0F",3,1,1,1,1,,1
Δεν μπαίνουν οι λαθρομετανάστες στην Ελλάδα λέει η ΝΔ. Δίκαια Έβρου χθες. Μιλάμε για μεγάλους ψεύτες. Αλλοιώνουν την πληθυσμιακή σύνθεση τελειώνουν. @ellinikilisi https://t.co/qkMorHPFYe,3,-1,-1,-1,-1,,-1
"Τα αποσπασματικά και ανεπαρκή μέτρα, δημιουργούν αλυσιδωτά προβλήματα σε πολλές #ΜμΕ και εντείνουν το πρόβλημα ρευστότητας στην αγορά.

https://t.co/uIvXSCuai0
#ΣΥΡΙΖΑ #Βουλη",3,-1,-1,-1,-1,,-1
"Το θέμα είναι ποινικό, όχι πολιτικό, δεν έχει υπάρξει καμία συγκάλυψη. Με εμάς ξεκίνησε, με εμάς θα προχωρήσει η κάθαρση σε όλα τα πεδία, για όλους όσοι έχουν υποστεί κακοποίηση και βία. Η κυβέρνησή μας δημιούργησε το κατάλληλο περιβάλλον, ώστε τα θύματα να βγουν και να μιλήσουν. https://t.co/8KIxQAK15U",3,1,1,1,1,,1
"Ανοίγουμε με ένα ολοκληρωμένο σχέδιο προστασίας της υγειονομικής ασφάλειας. Υψώνουμε τείχος ασφαλείας με 5 διαφορετικές ζώνες: 1.Πρωτόκολλο εισόδου,2.Λειτουργία Συστ. Στοχευμένης Δειγματοληψίας,3.Πλέγμα ξενοδοχείων καραντίνας,4. Εφαρμογή νέων πρωτοκόλλων,5.Επιτάχυνση εμβολιασμών. https://t.co/HtUCAaSZyw",4,1,1,0,1,,1
"Κανείς δεν πιστεύει πλέον ότι η Τουρκία είναι απομονωμένη. Πρέπει να επαναπροσδιορίσουμε τη στάση μας, κάτι που δεν κάνει η κυβέρνηση. #Τουρκία #ΣτοΚόκκινο https://t.co/p9UgDzcjUt",3,-1,-1,0,-1,,-1
"Φαντάζομαι θα απαντήσει ο κ. @kmitsotakis όπως απάντησε δημόσια και ο Αλ. Τσίπρας για το ενοικιαζόμενο στα Λεγραινά. Έτσι κάνουν τα δημόσια πρόσωπα που υπόκεινται σε έλεγχο. Τι, όχι; https://t.co/Yh3AQIZZ4q",0,-1,-1,-1,-1,,-1
Β' μέρος της συνέντευξης στο iEidiseis και στον δημοσιογράφο Β. Σκουρή https://t.co/cHKtkek0af μέσω @ieidiseis,0,0,0,0,0,,0
Ερώτηση κατέθεσε ο @atsipras στην Βουλή για την παραβίαση των υγειονομικών μέτρων από τον @PrimeministerGR στην #Ικαρία https://t.co/wA9ZZjtxIa,4,0,0,0,0,,0
"@velopky @ellinikilisi Είναι εύκολο να μιλάς, να απαντάςκαι να συμπεριφέρεσαι  σαν αυτούς. Το δύσκολο είναι να μπορούν αυτοί να μιλούν σαν εμάς και να συμπεριφέρονται επίσης σαν εμάς.  Η Ελληνική Λύση και ο Πρόεδρος  έχει και σε αυτό το θέμα  να δώσει μαθήματα γιατί έχουμε αρχές.@velopky @ellinikilisi",3,-1,1,1,1,,1
